Temperature,Humidity,Moisture,pH,Soil Type,Tea Type,Nitrogen,Potassium,Phosphorous,Size of land,Kilos Produced,Number of Bushes,Fertilizer Name,Number of Bags
27,72,54,7.974297883814987,Sandy,Green,49,30,21,10,1127,1176,Organic,22
24,79,68,6.474621542271242,Sandy,Oolong,49,17,27,17,737,1054,Organic,14
25,76,68,7.831562082040662,Loam,Oolong,28,34,25,19,1320,958,NPK 20-20-10,26
27,62,68,4.7482486604561664,Sandy,Black,35,17,23,5,979,958,NPK 20-20-10,19
26,67,50,5.332942231405028,Loam,Black,31,15,7,19,590,1476,NPK 5-10-5,11
27,74,58,7.132788364823179,Clay,Green,31,18,12,12,776,1093,NPK 20-20-10,15
24,66,53,8.290442974087437,Clay,Oolong,34,19,26,15,561,1135,Organic,11
25,61,70,4.999891042442426,Clay,Green,29,38,7,15,1102,1178,Organic,22
23,75,69,6.594774986924044,Sandy,Black,43,18,16,13,1367,839,NPK 5-10-5,27
29,72,51,4.86752375091484,Clay,Green,33,21,14,17,749,1390,Organic,14
29,67,55,6.623471254612857,Loam,Green,42,22,18,6,1238,1132,NPK 20-20-10,24
20,75,64,8.235987912419937,Sandy,Green,30,28,27,12,1239,593,NPK 20-20-10,24
23,80,51,5.342208515035816,Loam,Green,38,18,19,12,1263,639,Organic,25
29,63,59,8.310161444533794,Sandy,Oolong,26,17,6,10,1386,1085,Organic,27
23,68,50,7.921866244702225,Sandy,Oolong,32,17,21,8,1125,867,Organic,22
24,63,57,4.630571923499969,Loam,Oolong,25,30,5,7,630,749,NPK 5-10-5,12
27,61,61,5.609907933689367,Clay,Green,31,37,18,11,1044,1330,NPK 5-10-5,20
29,67,68,8.287933061803377,Sandy,Green,45,36,29,17,980,611,NPK 20-20-10,19
25,68,69,4.614257733191066,Sandy,Oolong,34,39,5,11,1082,641,NPK 20-20-10,21
24,72,57,5.107126710221485,Sandy,Oolong,36,35,10,17,709,1114,NPK 20-20-10,14
29,66,67,8.049294736954348,Clay,Black,33,40,26,5,1475,729,NPK 20-20-10,29
26,60,70,5.722525467301517,Loam,Green,47,30,29,8,1484,1099,Organic,29
22,80,70,8.244688052344868,Clay,Oolong,33,39,19,14,1106,885,NPK 20-20-10,22
23,79,53,7.4990367197739545,Sandy,Oolong,49,26,9,20,708,1245,NPK 20-20-10,14
24,64,53,7.374375749450134,Loam,Black,28,15,29,11,1217,692,Organic,24
27,76,66,6.233205367666963,Sandy,Oolong,43,40,25,9,1180,635,NPK 5-10-5,23
21,65,59,4.783545149114328,Loam,Green,46,22,20,8,967,1151,Organic,19
22,73,52,4.752256308496877,Loam,Green,25,29,12,12,770,1467,NPK 5-10-5,15
20,76,54,6.809611712896648,Loam,Oolong,49,33,10,5,1198,864,NPK 20-20-10,23
30,74,68,8.329443314693393,Clay,Green,32,36,19,14,542,554,Organic,10
25,60,55,5.318820053682359,Loam,Oolong,44,29,17,15,1311,757,NPK 20-20-10,26
27,78,62,7.402540761916604,Loam,Oolong,39,33,7,9,698,608,NPK 5-10-5,13
24,65,52,5.2727394229984625,Loam,Black,30,19,5,13,1033,578,NPK 20-20-10,20
27,70,55,4.5471668350045045,Sandy,Black,39,25,20,10,1309,683,Organic,26
26,62,59,7.948568846899559,Loam,Black,32,33,23,6,1470,1147,Organic,29
27,61,51,5.021765540891835,Loam,Black,48,25,15,17,506,995,NPK 20-20-10,10
28,62,56,5.528668390725414,Sandy,Black,32,16,12,7,1040,686,NPK 20-20-10,20
29,70,56,8.19067891520706,Clay,Oolong,36,20,28,8,1239,961,NPK 5-10-5,24
30,80,68,4.879458832379343,Clay,Oolong,45,31,19,18,1458,1223,Organic,29
30,73,57,4.842958739513426,Loam,Oolong,42,17,17,5,1346,1493,NPK 5-10-5,26
27,77,50,7.554676320843557,Sandy,Oolong,42,15,27,7,1288,986,NPK 20-20-10,25
30,71,62,6.693766301774518,Loam,Green,30,38,6,8,890,1298,NPK 5-10-5,17
27,67,61,7.459547392431361,Sandy,Green,35,15,5,18,1196,1133,NPK 5-10-5,23
27,74,63,6.729100632916962,Loam,Oolong,41,26,16,20,1319,1486,NPK 20-20-10,26
20,73,67,8.121608750591609,Sandy,Black,26,36,27,6,866,1423,Organic,17
27,63,50,4.648719080814981,Clay,Green,49,17,15,12,650,948,Organic,13
27,62,60,5.555158553877389,Loam,Black,50,22,22,17,1169,1398,NPK 5-10-5,23
23,79,61,8.118654112425082,Loam,Green,42,38,29,13,1292,717,Organic,25
25,67,56,4.576751219575847,Loam,Oolong,45,20,9,13,1320,765,Organic,26
27,70,61,6.6182803586547045,Clay,Oolong,44,17,19,15,1436,1384,NPK 20-20-10,28
24,71,53,5.630035609177918,Loam,Black,25,30,30,17,1107,769,NPK 5-10-5,22
21,77,54,6.518143007808512,Clay,Oolong,25,33,26,7,769,733,Organic,15
22,75,67,8.438231693610437,Sandy,Green,38,31,14,5,1231,1247,NPK 20-20-10,24
27,76,64,5.534964601711712,Clay,Green,41,26,10,20,1372,1159,NPK 5-10-5,27
29,66,58,7.1717282236332895,Loam,Oolong,31,15,25,13,945,1181,NPK 20-20-10,18
27,80,67,5.2281746806185545,Sandy,Green,31,18,11,19,576,846,NPK 20-20-10,11
29,61,58,6.945809520324996,Clay,Green,39,39,28,7,1185,675,Organic,23
30,77,55,4.586009669680939,Clay,Black,28,23,19,14,815,556,NPK 20-20-10,16
22,69,67,7.501413863358156,Clay,Oolong,39,26,29,9,1244,875,NPK 5-10-5,24
22,61,54,7.153641234015261,Loam,Green,48,29,15,18,1435,1335,Organic,28
24,65,66,8.169691630067842,Clay,Black,33,32,24,17,854,672,NPK 20-20-10,17
26,70,66,5.496444676286537,Clay,Oolong,27,18,30,11,809,1173,NPK 5-10-5,16
29,63,53,7.140592811602529,Sandy,Green,42,39,23,8,807,778,Organic,16
25,77,61,5.404502385179763,Clay,Black,25,34,30,7,674,808,NPK 5-10-5,13
29,61,68,6.09873239253257,Loam,Black,36,24,7,18,1342,1078,Organic,26
23,62,53,5.379200874754408,Sandy,Oolong,36,16,29,9,1066,1292,NPK 5-10-5,21
20,61,57,5.625511139661013,Clay,Oolong,29,36,14,17,765,556,Organic,15
20,60,57,8.053438774698394,Clay,Oolong,48,33,27,10,1286,516,Organic,25
27,77,69,6.523944882841397,Loam,Green,35,34,26,18,1357,618,Organic,27
29,61,54,6.959549398796703,Loam,Black,46,32,17,20,1247,952,NPK 20-20-10,24
21,61,66,5.125700975754075,Sandy,Green,41,19,6,7,1073,578,Organic,21
27,75,50,7.246669265225558,Clay,Black,37,32,17,7,1469,1320,NPK 5-10-5,29
20,64,51,5.710737501140384,Loam,Oolong,45,29,12,10,546,711,NPK 5-10-5,10
30,72,67,6.239188889672967,Clay,Oolong,35,23,5,17,1264,764,NPK 5-10-5,25
20,69,59,5.473052728049212,Loam,Oolong,39,18,7,18,1301,1386,NPK 20-20-10,26
27,61,59,6.415823085073338,Clay,Green,40,34,24,18,649,1443,NPK 20-20-10,12
28,76,69,5.714535295654877,Loam,Black,38,28,17,13,1338,1101,NPK 20-20-10,26
26,66,51,4.782103342284147,Sandy,Green,35,29,19,16,1345,1172,NPK 20-20-10,26
20,75,60,8.097995997884956,Sandy,Oolong,34,36,11,10,1289,1090,NPK 20-20-10,25
28,70,67,7.370322472579007,Clay,Green,31,21,9,9,1419,1377,NPK 20-20-10,28
24,61,60,8.19956593450021,Sandy,Black,41,30,14,5,835,1143,Organic,16
20,75,64,8.340744410423913,Loam,Oolong,25,21,8,5,1445,1401,Organic,28
27,79,57,4.5232295554410005,Loam,Black,38,16,17,9,665,737,NPK 20-20-10,13
28,70,66,6.487705451673836,Clay,Black,47,20,11,12,1104,1273,Organic,22
21,68,67,8.329436348170155,Clay,Black,31,26,10,14,1402,636,NPK 5-10-5,28
29,66,62,8.277463793143948,Clay,Black,49,25,27,11,1404,1360,Organic,28
21,65,50,7.086536885623124,Clay,Black,47,21,15,20,1053,1451,Organic,21
24,80,65,7.257919843569616,Sandy,Oolong,38,16,26,7,596,1251,Organic,11
24,77,58,5.2919068173800055,Loam,Oolong,35,15,30,9,825,1188,NPK 5-10-5,16
22,80,64,6.9378192539411,Clay,Green,38,27,18,16,845,733,NPK 5-10-5,16
30,77,53,5.551221558707455,Sandy,Oolong,31,21,11,6,1052,1270,NPK 5-10-5,21
26,63,65,7.9559623171963505,Sandy,Black,48,17,28,19,1166,1103,NPK 20-20-10,23
28,65,58,7.438238129357103,Clay,Green,29,16,16,14,615,875,NPK 20-20-10,12
27,77,53,7.689357274141105,Loam,Oolong,39,22,15,12,513,732,Organic,10
24,78,69,8.374639348943727,Loam,Black,37,38,11,11,1043,742,NPK 20-20-10,20
26,68,69,4.550285286961666,Clay,Black,39,30,25,13,1260,695,NPK 5-10-5,25
22,60,63,6.866560962565231,Clay,Black,42,39,28,8,999,879,Organic,19
24,75,60,7.828658942279951,Sandy,Green,38,23,29,18,1190,799,NPK 20-20-10,23
24,65,67,7.417644839052292,Loam,Black,45,33,25,17,1296,1294,NPK 20-20-10,25
24,64,62,7.010490937247523,Sandy,Green,43,15,7,8,1099,685,NPK 20-20-10,21
24,75,59,6.054858682037708,Loam,Green,35,22,7,7,674,849,NPK 20-20-10,13
29,74,55,6.6338246886851575,Clay,Black,25,22,20,19,779,736,NPK 5-10-5,15
25,61,65,5.210399266359012,Clay,Oolong,34,32,19,19,1050,993,Organic,21
25,74,56,7.828598006302537,Clay,Black,33,15,9,8,1127,530,NPK 5-10-5,22
23,76,63,5.8540119334461895,Loam,Oolong,41,17,10,9,998,1237,Organic,19
24,60,70,8.127564503820224,Loam,Oolong,27,23,21,13,730,1010,NPK 20-20-10,14
27,74,55,8.22828426710066,Clay,Green,35,20,12,8,592,1490,Organic,11
29,72,70,5.757200302628222,Loam,Green,48,36,13,8,1099,515,NPK 5-10-5,21
30,68,58,5.812816320072638,Loam,Oolong,33,29,16,20,646,559,NPK 5-10-5,12
22,74,62,7.489096160765716,Clay,Green,29,29,30,20,1469,557,NPK 5-10-5,29
29,70,50,7.960564235664845,Sandy,Black,34,16,15,7,1360,626,NPK 20-20-10,27
24,77,57,7.008737656585069,Clay,Black,30,32,30,5,859,1299,NPK 5-10-5,17
30,69,60,7.080333813985876,Sandy,Green,35,16,17,13,922,830,Organic,18
22,78,64,7.425521729790536,Clay,Black,28,28,13,6,867,680,NPK 5-10-5,17
26,70,57,6.978801390116194,Loam,Green,44,36,27,7,1177,1151,Organic,23
23,64,63,7.142792402790136,Clay,Oolong,31,34,25,6,1383,578,NPK 5-10-5,27
23,69,66,5.367138067547119,Clay,Black,34,27,19,8,715,725,Organic,14
30,60,53,6.334857161922141,Loam,Green,41,24,20,11,1316,1405,NPK 20-20-10,26
28,73,54,6.277318810798498,Clay,Black,48,27,21,17,651,778,Organic,13
24,67,60,7.871348602699831,Sandy,Oolong,43,36,11,14,854,948,NPK 5-10-5,17
25,70,55,8.057894595584523,Clay,Oolong,35,26,25,12,803,898,Organic,16
29,64,63,4.583277713352703,Sandy,Oolong,41,23,8,15,1109,942,NPK 5-10-5,22
22,68,64,8.276573623090904,Loam,Black,27,28,16,11,1200,1195,NPK 5-10-5,24
30,79,54,5.436035664114723,Sandy,Black,40,37,17,10,1459,1090,Organic,29
25,78,61,7.267257093139207,Sandy,Oolong,36,31,13,18,512,1157,NPK 20-20-10,10
27,78,54,4.748354698409211,Sandy,Green,31,17,29,13,1131,1286,NPK 5-10-5,22
22,78,60,8.149010291727041,Clay,Black,42,15,19,6,1352,920,NPK 20-20-10,27
30,71,57,6.870711288857491,Clay,Black,45,20,5,20,636,868,Organic,12
28,64,51,7.158454520992194,Loam,Green,25,29,20,17,1252,531,Organic,25
28,76,54,7.825173277922684,Clay,Black,45,36,19,16,612,1271,NPK 20-20-10,12
20,63,63,4.526503091814359,Clay,Black,36,32,29,12,1469,1191,NPK 20-20-10,29
28,71,56,7.276457906404124,Loam,Oolong,50,34,16,13,1132,1470,Organic,22
20,65,62,4.5660178700515415,Sandy,Black,31,35,29,9,824,1183,Organic,16
25,76,53,6.40104553218432,Clay,Black,39,19,19,8,1032,1086,Organic,20
25,79,69,7.219360307395357,Clay,Green,37,23,11,7,1224,1488,Organic,24
23,80,66,8.250575078614458,Sandy,Green,31,35,7,13,1083,1039,Organic,21
20,66,61,7.468897656314729,Clay,Black,50,26,7,10,1178,1007,NPK 5-10-5,23
28,68,52,7.867053215573968,Sandy,Oolong,34,24,18,10,927,1214,NPK 20-20-10,18
24,73,51,6.811437292991051,Clay,Oolong,37,34,26,19,802,712,NPK 20-20-10,16
21,72,53,6.560396548932092,Loam,Oolong,49,33,28,12,985,1469,NPK 20-20-10,19
27,65,57,7.893642074829238,Sandy,Black,30,38,23,10,942,758,NPK 5-10-5,18
24,63,58,7.116602844536381,Loam,Green,41,30,22,19,714,718,Organic,14
23,79,54,6.7529835771943745,Loam,Oolong,36,23,6,19,1416,626,Organic,28
29,64,66,6.9817573935307085,Loam,Black,25,19,17,13,1128,1001,NPK 5-10-5,22
22,72,57,5.115953588861501,Loam,Black,34,16,17,14,738,1166,NPK 5-10-5,14
25,76,67,6.904588555256632,Sandy,Oolong,47,25,15,12,835,617,NPK 5-10-5,16
30,76,67,6.2070383970074605,Sandy,Black,32,26,19,6,673,1093,Organic,13
29,75,56,6.5672209047269785,Clay,Oolong,32,32,7,11,506,1368,NPK 20-20-10,10
22,68,56,7.13067498676855,Loam,Green,38,39,22,13,847,1335,NPK 20-20-10,16
23,74,68,8.447517201830966,Loam,Black,45,17,17,9,852,847,NPK 20-20-10,17
23,72,70,7.729422417617743,Clay,Green,36,38,27,20,1059,1381,NPK 5-10-5,21
29,73,51,5.4287627869738255,Clay,Green,46,40,6,5,837,698,Organic,16
28,60,57,8.312647006665788,Clay,Black,45,17,27,19,747,830,NPK 5-10-5,14
26,60,63,4.849950694063517,Clay,Oolong,30,17,8,18,1440,829,Organic,28
26,75,52,8.333255636215682,Clay,Oolong,32,32,18,15,1374,969,NPK 20-20-10,27
28,69,54,7.721516330757385,Sandy,Oolong,36,34,23,8,1391,772,Organic,27
29,69,70,5.359008732907807,Loam,Black,25,37,23,15,1272,603,NPK 5-10-5,25
21,60,63,8.159431647396325,Clay,Oolong,33,23,26,5,751,1420,Organic,15
28,70,54,6.063112944572266,Sandy,Green,30,30,15,19,962,886,Organic,19
20,68,52,5.609872219471418,Loam,Black,27,16,23,16,554,1279,Organic,11
29,71,55,7.987889288518507,Loam,Black,28,36,14,9,834,671,NPK 5-10-5,16
25,77,51,7.118146479842711,Sandy,Green,27,21,15,17,1435,843,NPK 5-10-5,28
25,78,65,8.411423286270443,Loam,Oolong,37,19,21,8,1450,653,NPK 20-20-10,29
23,63,51,7.200632371365954,Sandy,Oolong,25,33,8,8,798,862,Organic,15
24,68,52,7.872909917569984,Sandy,Black,34,26,11,6,566,541,Organic,11
21,61,64,4.856149170754689,Sandy,Green,28,24,11,6,836,591,Organic,16
23,78,56,7.017728886135443,Loam,Black,31,17,24,16,528,1072,NPK 5-10-5,10
24,69,68,7.2827122672359135,Clay,Oolong,47,35,13,14,693,1078,Organic,13
23,68,61,6.493281976215234,Sandy,Oolong,44,15,30,18,1164,830,NPK 5-10-5,23
29,63,58,6.60963028172247,Sandy,Black,27,39,25,10,811,1034,NPK 5-10-5,16
24,62,69,8.449653811940237,Sandy,Black,25,22,21,9,1391,635,Organic,27
29,79,59,7.373102944229718,Loam,Green,36,25,7,12,509,1002,Organic,10
21,72,70,6.974876264785151,Sandy,Green,47,38,28,6,1396,756,Organic,27
25,73,62,6.341464559259954,Sandy,Black,39,32,26,8,755,508,NPK 5-10-5,15
30,61,62,6.636369172608053,Sandy,Green,36,35,26,8,909,1267,NPK 20-20-10,18
29,71,51,8.159727809845698,Sandy,Black,26,33,29,15,1177,916,NPK 5-10-5,23
24,80,69,8.019778916801721,Loam,Black,25,34,28,10,829,706,Organic,16
28,69,55,6.623270226693641,Sandy,Green,46,16,24,5,923,1453,Organic,18
28,75,59,4.674156722429426,Sandy,Oolong,26,25,17,8,1142,996,NPK 20-20-10,22
27,64,64,4.6732662978697235,Clay,Green,40,16,24,14,735,1157,Organic,14
30,66,64,5.87733440412665,Sandy,Black,50,18,13,17,1221,585,Organic,24
24,69,59,7.544322364314784,Sandy,Green,49,20,11,16,1017,761,Organic,20
30,80,63,5.796933279268576,Clay,Black,38,31,9,16,509,1332,NPK 20-20-10,10
29,77,59,8.094315544744592,Clay,Green,26,15,13,19,500,1430,Organic,10
21,67,50,7.983123860801694,Clay,Black,47,38,17,5,1124,1005,Organic,22
24,64,64,5.707576378242052,Loam,Green,27,17,9,11,789,1080,Organic,15
30,78,53,7.282594467132322,Sandy,Green,46,34,16,6,617,1144,NPK 5-10-5,12
25,60,66,5.007255201344143,Loam,Oolong,40,29,8,10,534,1248,Organic,10
22,63,65,8.084289677064966,Clay,Oolong,32,24,16,7,1360,653,NPK 20-20-10,27
26,74,62,5.721400832136843,Loam,Green,46,40,6,17,1237,1033,NPK 5-10-5,24
29,73,65,7.402142908621544,Loam,Green,39,18,26,7,512,1108,NPK 5-10-5,10
25,76,67,5.037282522399116,Clay,Black,25,40,15,20,713,722,NPK 20-20-10,14
29,62,51,7.974236598337972,Sandy,Oolong,38,24,20,16,1078,1277,NPK 20-20-10,21
29,71,69,4.559539372973863,Loam,Oolong,47,15,18,6,891,1191,Organic,17
25,60,55,7.966055214232179,Clay,Green,30,18,29,20,699,1350,Organic,13
21,69,61,6.10736824177668,Clay,Green,42,38,27,8,1382,930,NPK 5-10-5,27
23,67,54,5.486431778607114,Clay,Green,45,15,25,8,1176,1126,Organic,23
26,71,58,6.910226946014932,Loam,Green,31,16,15,7,1451,944,NPK 5-10-5,29
25,64,70,5.7383616504486294,Loam,Green,43,21,15,5,785,1484,NPK 20-20-10,15
29,76,59,8.340581256253301,Sandy,Oolong,26,35,5,16,874,880,NPK 5-10-5,17
28,78,54,7.373233982579002,Clay,Green,27,36,12,10,1322,1484,NPK 5-10-5,26
20,60,66,6.44594466494089,Sandy,Oolong,31,17,13,18,1378,526,NPK 20-20-10,27
23,79,66,5.601000937383585,Clay,Black,47,28,10,19,972,1398,NPK 20-20-10,19
30,68,64,7.251213000977687,Clay,Black,44,23,23,15,702,1070,NPK 5-10-5,14
21,69,66,5.024228048239458,Sandy,Green,40,21,28,13,881,1268,NPK 5-10-5,17
23,63,58,4.660053585915117,Loam,Oolong,34,31,8,8,701,960,Organic,14
30,63,64,6.360365829812888,Sandy,Oolong,32,15,27,14,1445,819,NPK 20-20-10,28
23,75,56,5.915595360038328,Clay,Oolong,48,16,17,9,913,749,Organic,18
27,66,59,4.753578022997893,Loam,Oolong,45,34,16,8,538,1478,NPK 20-20-10,10
24,68,68,7.579997642765314,Loam,Black,32,40,8,20,1328,1267,Organic,26
24,76,55,8.384672542828131,Loam,Green,43,22,30,9,916,1048,NPK 20-20-10,18
30,75,65,7.447714212429974,Sandy,Oolong,38,40,11,11,1432,1358,Organic,28
22,74,51,8.250818715107531,Sandy,Oolong,40,29,17,5,660,541,Organic,13
21,74,54,5.813863025885161,Sandy,Green,41,34,29,7,1320,1492,Organic,26
20,63,57,7.3210412244087415,Sandy,Oolong,49,33,21,17,1182,639,NPK 5-10-5,23
26,64,55,4.803534506684187,Sandy,Oolong,44,32,10,9,563,1222,NPK 5-10-5,11
26,80,69,6.168116687470976,Loam,Green,36,16,16,9,788,1087,NPK 20-20-10,15
27,68,50,8.297210315590368,Loam,Black,27,30,23,7,1003,1292,Organic,20
27,80,63,5.51385269398339,Loam,Oolong,43,22,20,12,782,779,Organic,15
30,75,59,6.875034124048192,Sandy,Black,46,18,5,8,944,1288,NPK 5-10-5,18
27,72,66,6.255692749429956,Sandy,Black,26,25,28,15,1288,803,Organic,25
30,62,59,7.088212408081342,Loam,Green,28,34,29,14,521,546,NPK 20-20-10,10
26,64,51,8.052789267058568,Clay,Green,30,16,14,14,1271,1447,NPK 5-10-5,25
21,68,52,8.46848554031773,Loam,Oolong,32,27,18,20,1236,1390,Organic,24
24,71,55,6.320613871742397,Loam,Black,27,24,7,7,903,1210,NPK 5-10-5,18
28,65,62,6.216071143835644,Sandy,Green,33,17,27,15,1421,871,NPK 5-10-5,28
27,66,61,7.610040007614118,Loam,Oolong,50,31,17,20,888,1320,NPK 20-20-10,17
24,79,50,8.414406670312442,Loam,Green,32,34,11,5,994,1166,NPK 5-10-5,19
29,67,57,6.532788911207302,Clay,Green,45,19,13,10,1373,701,NPK 20-20-10,27
22,75,64,4.867831859936155,Clay,Green,30,28,19,13,1087,1466,NPK 20-20-10,21
20,69,64,6.566929202135151,Loam,Black,37,30,15,17,807,588,NPK 20-20-10,16
20,64,67,7.925010338633914,Loam,Green,34,27,16,12,879,760,NPK 20-20-10,17
27,74,50,6.248585875893601,Clay,Oolong,30,27,11,9,821,904,NPK 20-20-10,16
25,71,53,6.128932300114737,Clay,Green,43,19,6,7,1433,1018,Organic,28
23,74,58,8.015687522267166,Sandy,Green,48,20,15,8,567,1366,Organic,11
24,65,58,5.218398664150737,Clay,Oolong,48,35,9,17,1019,1088,NPK 20-20-10,20
29,77,52,5.960414556058019,Sandy,Green,25,32,15,5,1381,676,NPK 20-20-10,27
23,74,68,5.0047163615820125,Loam,Green,36,36,20,18,1397,700,NPK 5-10-5,27
30,73,64,6.689234661813462,Loam,Black,25,17,11,10,931,1270,NPK 5-10-5,18
27,74,68,6.859482381505451,Clay,Black,43,16,18,5,806,990,Organic,16
20,80,52,6.567303995451931,Loam,Oolong,43,20,14,12,842,1212,NPK 5-10-5,16
20,71,50,6.875083688884712,Loam,Black,49,34,24,19,564,981,NPK 5-10-5,11
22,78,55,6.47357500471342,Clay,Black,49,25,29,13,1195,1072,Organic,23
24,69,53,7.217587726827635,Sandy,Black,42,35,18,7,1276,842,NPK 5-10-5,25
29,64,61,7.219072732165845,Clay,Oolong,32,40,10,14,813,812,NPK 20-20-10,16
23,62,55,7.967175327894525,Sandy,Green,35,37,23,12,1188,1399,Organic,23
27,68,57,6.5402607305192975,Loam,Oolong,33,39,13,19,752,647,NPK 20-20-10,15
22,75,59,5.708723808323789,Loam,Black,41,35,26,16,1144,658,NPK 20-20-10,22
22,73,68,6.535218089865418,Sandy,Oolong,31,37,6,10,1197,1385,NPK 5-10-5,23
30,73,70,7.802803724012962,Sandy,Oolong,48,30,19,5,1071,1115,NPK 5-10-5,21
22,70,64,8.136805490252241,Clay,Black,26,34,15,9,767,1265,NPK 5-10-5,15
30,66,61,7.681477678245564,Loam,Green,27,35,16,11,675,577,NPK 5-10-5,13
23,60,67,8.17164185957125,Clay,Oolong,46,22,9,6,812,794,NPK 20-20-10,16
23,72,64,8.008764892284658,Loam,Green,26,27,30,9,849,1176,NPK 20-20-10,16
24,60,59,7.388493372067928,Sandy,Black,35,22,9,8,938,587,NPK 20-20-10,18
30,78,54,8.094379201228227,Sandy,Oolong,31,24,10,11,1195,1031,NPK 5-10-5,23
30,80,51,7.16325582419001,Sandy,Green,40,29,24,11,811,796,NPK 5-10-5,16
23,71,62,6.91186551534398,Sandy,Oolong,39,39,7,7,650,1053,NPK 5-10-5,13
28,68,64,7.2267439401196505,Clay,Oolong,37,36,29,15,1153,1046,Organic,23
20,60,56,5.8314583180849775,Loam,Oolong,37,39,19,17,1143,599,NPK 20-20-10,22
28,75,65,8.459478178956164,Loam,Black,35,22,7,7,732,1211,Organic,14
29,62,65,6.584655493843241,Clay,Black,44,32,17,9,661,1118,Organic,13
20,75,60,6.478945448905309,Clay,Green,34,21,17,10,1496,1227,NPK 5-10-5,29
23,61,54,5.550826559445634,Loam,Oolong,43,24,24,5,715,528,NPK 20-20-10,14
28,70,68,8.402405271120326,Loam,Black,28,19,27,10,961,652,Organic,19
26,78,56,6.464568637663538,Loam,Oolong,34,31,19,13,683,1045,NPK 5-10-5,13
25,74,57,5.809115855620231,Clay,Black,46,40,19,5,1093,828,NPK 20-20-10,21
20,77,55,7.467378220128705,Sandy,Green,37,19,7,11,1386,1313,NPK 20-20-10,27
30,79,61,6.648852004556986,Clay,Black,49,39,8,10,727,765,NPK 20-20-10,14
30,79,56,8.108804601449807,Sandy,Oolong,25,27,25,12,1450,902,Organic,29
30,62,69,5.964305619269691,Clay,Black,46,30,26,16,1089,1273,NPK 5-10-5,21
24,67,64,4.569947821113153,Sandy,Oolong,31,21,18,15,793,563,NPK 20-20-10,15
20,65,52,8.034447130092724,Sandy,Oolong,36,35,30,18,595,702,NPK 20-20-10,11
29,79,64,7.485440596385748,Loam,Green,35,35,30,20,1055,930,NPK 5-10-5,21
21,77,51,6.761436115039904,Sandy,Oolong,50,35,15,17,727,1063,NPK 20-20-10,14
22,72,66,5.147916168452483,Clay,Oolong,39,35,5,18,836,1217,NPK 20-20-10,16
23,77,50,7.836673295561264,Clay,Oolong,38,40,17,16,1121,860,NPK 20-20-10,22
20,64,66,6.533257006996926,Loam,Oolong,43,36,16,5,1452,577,NPK 5-10-5,29
26,76,62,7.321730041782972,Sandy,Black,26,36,26,18,1077,1096,NPK 5-10-5,21
26,78,53,5.358565719322225,Loam,Black,29,28,13,8,1172,997,NPK 20-20-10,23
26,77,64,5.497133743766755,Clay,Green,27,29,8,11,506,1219,NPK 20-20-10,10
30,79,56,5.305917501094408,Clay,Green,49,24,13,20,885,934,Organic,17
24,69,65,5.9921775560957755,Loam,Black,34,27,21,15,787,836,NPK 5-10-5,15
22,75,57,6.890938252678518,Loam,Black,45,40,16,20,638,1150,NPK 5-10-5,12
27,78,57,7.040927017182683,Loam,Green,25,24,22,13,1486,702,Organic,29
23,80,65,5.070528359890057,Sandy,Black,30,27,24,17,816,880,NPK 5-10-5,16
25,80,52,4.534509599189407,Sandy,Black,28,35,24,14,520,644,NPK 5-10-5,10
26,66,58,6.5805076851915985,Sandy,Oolong,44,18,9,8,1361,900,Organic,27
30,64,54,4.6720859213997485,Clay,Green,42,16,28,6,870,941,Organic,17
29,78,55,8.206725006907698,Loam,Black,49,15,10,6,1487,597,Organic,29
21,73,61,4.761673973438322,Loam,Black,25,16,22,17,778,1455,NPK 20-20-10,15
21,71,52,5.242995369977676,Sandy,Oolong,40,22,14,18,992,1013,NPK 5-10-5,19
22,78,65,7.284463412732487,Clay,Oolong,34,32,30,6,1000,1358,Organic,20
25,75,69,5.423537981406447,Loam,Oolong,35,38,29,5,683,893,Organic,13
21,63,50,5.07284437543254,Loam,Oolong,45,29,27,10,857,1395,NPK 20-20-10,17
22,73,53,4.626614408957221,Clay,Oolong,33,20,19,19,671,1221,NPK 20-20-10,13
25,80,58,8.163301013653397,Clay,Black,25,37,25,7,612,1112,NPK 5-10-5,12
21,79,66,8.084060135904672,Sandy,Black,39,18,25,17,1037,1395,Organic,20
29,80,50,5.03911250839567,Clay,Black,33,31,23,7,781,973,Organic,15
28,68,56,6.243879657990751,Sandy,Green,33,30,12,12,1089,1021,NPK 20-20-10,21
27,80,56,7.360349711983805,Loam,Black,31,27,24,20,1315,982,NPK 5-10-5,26
21,64,67,4.84662329422389,Loam,Black,39,37,21,11,993,1087,NPK 5-10-5,19
20,79,70,7.140316185524844,Clay,Oolong,47,22,21,19,1478,757,NPK 5-10-5,29
22,68,53,5.68544135104616,Clay,Green,45,22,16,8,1183,1007,NPK 5-10-5,23
23,76,68,7.688273027959096,Clay,Oolong,41,19,29,19,800,772,NPK 5-10-5,16
29,64,53,7.186941041842844,Loam,Green,49,21,8,17,1229,615,NPK 20-20-10,24
21,60,54,6.035102506461177,Clay,Oolong,41,21,13,14,1297,1064,NPK 5-10-5,25
24,61,68,6.990394195956712,Clay,Green,49,21,23,14,742,1376,NPK 5-10-5,14
20,80,70,5.415130852367449,Loam,Black,28,16,17,12,625,582,NPK 5-10-5,12
